tpid	tp_name	genename1	genename2	tp_moatype	tp_tcrd_tdl	gosemsinbp	gosemsincc	gosemsinmf	tp_keggpathways_no	tp_reactomepathways_no	tp_wikipathways_no	tp_associateddrugs_no	tp_associateddiseases_no
TP00641	CDK4;MTOR	CDK4	MTOR	CIT+CIT	Tclin+Tclin	0.437	0.574	0.728	11	0	12	3	6
TP00642	CDK4;NOTCH1	CDK4	NOTCH1	CIT+CIT	Tchem+Tclin	0.418	0.569	0.441	4	0	6	1	3
TP00643	CDK4;PDCD1	CDK4	PDCD1	CET+CIT	Tclin+Tclin	0.244	0.188	1.0	1	0	1	5	6
TP00644	CDK4;PIK3CA	CDK4	PIK3CA	CIT+CIT	Tclin+Tclin	0.466	0.441	0.767	23	0	14	3	4
TP00645	CDK4;PTPN11	CDK4	PTPN11	CIT+CIT	Tchem+Tclin	0.444	0.701	0.47	2	0	1	1	1
TP00646	CDK4;RAF1	CDK4	RAF1	CIT+CIT	Tclin+Tclin	0.467	0.506	0.837	18	0	13	1	2
TP00647	CDK4;SMO	CDK4	SMO	CIT+CIT	Tclin+Tclin	0.445	0.381	0.392	1	0	2	1	1
TP00648	CDK5;MS4A1	CDK5	MS4A1	CIT+CIT	Tchem+Tclin	0.241	0.484	0.433	0	0	0	1	2
TP00649	CDK5;PDCD1	CDK5	PDCD1	CET+CIT	Tchem+Tclin	0.257	0.342	1.0	0	0	0	1	1
TP00650	CDK6;CYP19A1	CDK6	CYP19A1	CIT+CIT	Tclin+Tclin	0.271	0.422	0.252	0	0	0	9	2
TP00651	CDK6;EGFR	CDK6	EGFR	CIT+CIT	Tclin+Tclin	0.473	0.516	0.683	13	0	7	8	4
TP00652	CDK6;EPAS1	CDK6	EPAS1	CIT+CIT	Tclin+Tclin	0.408	0.646	0.41	1	0	1	2	1
TP00653	CDK6;ERBB2	CDK6	ERBB2	CIT+CIT	Tclin+Tclin	0.518	0.52	0.754	6	0	6	8	4
TP00654	CDK6;ERBB4	CDK6	ERBB4	CIT+CIT	Tclin+Tclin	0.511	0.526	0.765	1	0	1	2	2
TP00655	CDK6;ESR1	CDK6	ESR1	CIT+CIT	Tclin+Tclin	0.442	0.64	0.432	2	0	2	25	4
TP00656	CDK6;ESR2	CDK6	ESR2	CIT+CIT	Tclin+Tclin	0.387	0.615	0.377	2	0	2	21	4
TP00657	CDK6;IGF1	CDK6	IGF1	CIT+CIT	Tbio+Tclin	0.461	0.328	0.493	6	0	3	1	2
TP00658	CDK6;IGF2	CDK6	IGF2	CIT+CIT	Tbio+Tclin	0.456	0.322	0.469	3	0	2	1	2
TP00659	CDK6;KDR	CDK6	KDR	CET+CIT	Tclin+Tclin	0.486	0.499	0.774	1	0	2	1	3
TP00660	CDK6;KRAS	CDK6	KRAS	CIT+CIT	Tclin+Tclin	0.494	0.492	0.458	16	0	8	4	2
TP00661	CDK6;MAP2K1	CDK6	MAP2K1	CIT+CIT	Tclin+Tclin	0.544	0.639	0.791	17	0	7	5	4
TP00662	CDK6;MAP2K2	CDK6	MAP2K2	CIT+CIT	Tclin+Tclin	0.319	0.588	0.792	16	0	7	5	4
TP00663	CDK6;MAPK1	CDK6	MAPK1	CIT+CIT	Tchem+Tclin	0.475	0.648	0.849	18	3	8	2	6
TP00664	CDK6;MAPK3	CDK6	MAPK3	CIT+CIT	Tchem+Tclin	0.454	0.673	0.864	18	3	7	2	6
TP00665	CDK6;MDM2	CDK6	MDM2	CIT+CIT	Tchem+Tclin	0.436	0.699	0.541	13	2	10	1	2
TP00666	CDK6;MTOR	CDK6	MTOR	CIT+CIT	Tclin+Tclin	0.401	0.614	0.758	11	0	7	3	6
TP00667	CDK6;NOTCH1	CDK6	NOTCH1	CIT+CIT	Tchem+Tclin	0.459	0.564	0.446	4	0	4	1	3
TP00668	CDK6;PDCD1	CDK6	PDCD1	CET+CIT	Tclin+Tclin	0.327	0.232	1.0	0	0	0	5	6
TP00669	CDK6;PIK3CA	CDK6	PIK3CA	CIT+CIT	Tclin+Tclin	0.375	0.553	0.757	20	0	10	3	4
TP00670	CDK6;PTPN11	CDK6	PTPN11	CIT+CIT	Tchem+Tclin	0.455	0.759	0.502	1	1	0	1	1
TP00671	CDK6;RAF1	CDK6	RAF1	CIT+CIT	Tclin+Tclin	0.517	0.632	0.874	16	0	8	1	2
TP00672	CDK6;SMO	CDK6	SMO	CIT+CIT	Tclin+Tclin	0.499	0.461	0.452	1	0	2	1	1
TP00673	CDK7;ESR1	CDK7	ESR1	CIT+CIT	Tchem+Tclin	0.358	0.739	0.393	0	0	0	2	2
TP00674	CDK7;ESR2	CDK7	ESR2	CIT+CIT	Tchem+Tclin	0.49	0.678	0.322	0	0	0	2	2
TP00675	CDK9;MS4A1	CDK9	MS4A1	CIT+CIT	Tchem+Tclin	0.198	0.622	0.392	0	0	0	1	2
TP00676	CDK9;PDCD1	CDK9	PDCD1	CET+CIT	Tchem+Tclin	0.173	0.327	1.0	0	0	0	2	2
TP00677	CEACAM1;PDCD1	CEACAM1	PDCD1	CET+CIT	Tbio+Tclin	0.299	0.58	1.0	0	0	0	2	1
TP00678	CEACAM5;IL2	CEACAM5	IL2	CET+CIT	Tbio+Tchem	0.262	0.519	0.59	0	0	0	1	1
TP00679	CEACAM5;KDR	CEACAM5	KDR	CET+CIT	Tbio+Tclin	0.194	0.603	0.552	0	0	0	1	1
TP00680	CEACAM5;PDCD1	CEACAM5	PDCD1	CET+CIT	Tbio+Tclin	0.431	0.652	1.0	0	0	0	6	4
TP00681	CEACAM5;SLAMF7	CEACAM5	SLAMF7	CIT+CIT	Tbio+Tclin	0.336	0.652	1.0	0	0	0	1	1
TP00682	CEACAM5;TNFRSF9	CEACAM5	TNFRSF9	CET+CIT	Tbio+Tbio	0.443	0.693	0.663	0	0	0	1	1
TP00683	CEACAM6;PDCD1	CEACAM6	PDCD1	CET+CIT	Tbio+Tclin	0.36	0.639	1.0	0	0	0	2	2
TP00684	CEBPA;PDCD1	CEBPA	PDCD1	CET+CIT	Tbio+Tclin	0.249	0.198	1.0	0	0	0	1	1
TP00685	CFH;PDCD1	CFH	PDCD1	CET+CET	Tbio+Tclin	0.356	0.289	1.0	0	0	0	1	1
TP00686	CHEK1;EGFR	CHEK1	EGFR	CIT+CIT	Tchem+Tclin	0.473	0.586	0.706	0	0	1	1	1
TP00687	CHEK1;MAPK11	CHEK1	MAPK11	CIT+CIT	Tchem+Tchem	0.454	0.745	0.95	2	1	1	1	2
TP00688	CHEK1;MAPK14	CHEK1	MAPK14	CIT+CIT	Tchem+Tchem	0.459	0.749	0.857	2	1	2	1	2
TP00689	CHEK1;MTOR	CHEK1	MTOR	CIT+CIT	Tchem+Tclin	0.43	0.667	0.783	2	0	2	1	2
TP00690	CHEK1;PARP1	CHEK1	PARP1	CIT+CIT	Tchem+Tclin	0.512	0.798	0.524	0	0	3	1	1
TP00691	CHEK1;PARP2	CHEK1	PARP2	CIT+CIT	Tchem+Tclin	0.459	0.705	0.469	0	0	1	1	1
TP00692	CHEK1;PIK3CA	CHEK1	PIK3CA	CIT+CIT	Tchem+Tclin	0.416	0.509	0.794	4	1	2	1	2
TP00693	CLDN18;PDCD1	CLDN18	PDCD1	CET+CIT	Tbio+Tclin	0.275	0.812	1.0	1	0	0	2	2
TP00694	CLDN18;TNFRSF9	CLDN18	TNFRSF9	CET+CIT	Tbio+Tbio	0.227	0.701	0.698	0	0	0	2	3
TP00695	CLDN6;CLDN9	CLDN6	CLDN9	CIT+CIT	Tbio+Tbio	1.0	0.823	1.0	0	1	1	1	2
TP00696	CLDN6;PDCD1	CLDN6	PDCD1	CET+CIT	Tbio+Tclin	0.15	0.803	1.0	0	0	0	1	2
TP00697	CLDN9;PDCD1	CLDN9	PDCD1	CET+CIT	Tbio+Tclin	0.15	0.683	1.0	1	0	0	1	2
TP00698	CLEC6A;PDCD1	CLEC6A	PDCD1	CET+CIT	Tbio+Tclin	0.386	1.0	1.0	0	0	0	1	1
TP00699	CRBN;CTLA4	CRBN	CTLA4	CET+CIT	Tclin+Tclin	0.137	0.627	1.0	0	0	0	1	1
TP00700	CRBN;EGFR	CRBN	EGFR	CIT+CIT	Tclin+Tclin	0.195	0.608	0.469	0	0	0	1	1
TP00701	CRBN;HDAC1	CRBN	HDAC1	CIT+CIT	Tclin+Tclin	0.195	0.646	0.47	0	1	0	3	1
TP00702	CRBN;HDAC10	CRBN	HDAC10	CIT+CIT	Tclin+Tclin	0.265	0.759	0.526	0	0	0	2	1
TP00703	CRBN;HDAC11	CRBN	HDAC11	CIT+CIT	Tclin+Tclin	0.25	0.576	0.57	0	0	0	1	1
TP00704	CRBN;HDAC2	CRBN	HDAC2	CIT+CIT	Tclin+Tclin	0.171	0.651	0.489	0	1	0	3	1
TP00705	CRBN;HDAC3	CRBN	HDAC3	CIT+CIT	Tclin+Tclin	0.229	0.722	0.544	0	0	0	3	1
TP00706	CRBN;HDAC4	CRBN	HDAC4	CIT+CIT	Tclin+Tclin	0.238	0.736	0.53	0	0	0	2	1
TP00707	CRBN;HDAC5	CRBN	HDAC5	CIT+CIT	Tclin+Tclin	0.207	0.771	0.593	0	0	0	2	1
TP00708	CRBN;HDAC6	CRBN	HDAC6	CIT+CIT	Tclin+Tclin	0.309	0.64	0.585	0	0	0	2	1
TP00709	CRBN;HDAC7	CRBN	HDAC7	CIT+CIT	Tclin+Tclin	0.298	0.795	0.58	0	0	0	2	1
TP00710	CRBN;HDAC8	CRBN	HDAC8	CIT+CIT	Tclin+Tclin	0.233	0.756	0.695	0	0	0	3	1
TP00711	CRBN;HDAC9	CRBN	HDAC9	CIT+CIT	Tclin+Tclin	0.201	0.705	0.571	0	0	0	2	1
TP00712	CRBN;IFNAR1	CRBN	IFNAR1	CIT+CIT	Tclin+Tclin	0.137	0.498	0.565	0	1	0	2	1
TP00713	CRBN;IFNAR2	CRBN	IFNAR2	CIT+CIT	Tclin+Tclin	0.135	0.452	0.565	0	0	0	2	1
TP00714	CRBN;IGF1	CRBN	IGF1	CIT+CIT	Tbio+Tclin	0.176	0.406	0.653	0	0	0	1	1
TP00715	CRBN;IGF2	CRBN	IGF2	CIT+CIT	Tbio+Tclin	0.175	0.404	0.589	0	0	0	1	1
TP00716	CRBN;IL6R	CRBN	IL6R	CET+CIT	Tclin+Tclin	0.164	0.439	0.539	0	1	0	1	1
TP00717	CRBN;ITGA4	CRBN	ITGA4	CET+CIT	Tclin+Tclin	0.114	0.453	0.757	0	1	0	2	1
TP00718	CRBN;ITGB7	CRBN	ITGB7	CIT+CIT	Tclin+Tclin	0.122	0.473	0.751	0	0	0	2	1
TP00719	CRBN;MAP2K1	CRBN	MAP2K1	CIT+CIT	Tclin+Tclin	0.19	0.675	0.395	0	0	0	1	1
TP00720	CRBN;MAP2K2	CRBN	MAP2K2	CIT+CIT	Tclin+Tclin	0.242	0.649	0.481	0	0	0	1	1
TP00721	CRBN;MS4A1	CRBN	MS4A1	CIT+CIT	Tclin+Tclin	0.174	0.495	0.661	0	0	0	6	3
TP00722	CRBN;MTOR	CRBN	MTOR	CIT+CIT	Tclin+Tclin	0.207	0.665	0.408	0	0	0	2	2
TP00723	CRBN;PDCD1	CRBN	PDCD1	CET+CIT	Tclin+Tclin	0.139	0.419	1.0	0	1	0	2	3
TP00724	CRBN;RARA	CRBN	RARA	CIT+CIT	Tclin+Tclin	0.152	0.696	0.493	0	0	0	1	1
TP00725	CRBN;RARB	CRBN	RARB	CIT+CIT	Tclin+Tclin	0.149	0.74	0.339	0	0	0	1	1
TP00726	CRBN;RARG	CRBN	RARG	CIT+CIT	Tclin+Tclin	0.153	0.725	0.493	0	0	0	1	1
TP00727	CRBN;SLAMF7	CRBN	SLAMF7	CIT+CIT	Tclin+Tclin	0.125	0.419	0.788	0	0	0	1	1
TP00728	CRBN;TGFBR1	CRBN	TGFBR1	CIT+CIT	Tchem+Tclin	0.191	0.532	0.542	0	0	0	1	1
TP00729	CRBN;TNFRSF13C	CRBN	TNFRSF13C	CET+CIT	Tbio+Tclin	0.124	0.419	0.224	0	0	0	2	1
TP00730	CRBN;TNFRSF17	CRBN	TNFRSF17	CIT+CIT	Tclin+Tclin	0.164	0.477	0.674	0	0	0	2	1
TP00731	CRBN;TNFRSF8	CRBN	TNFRSF8	CIT+CIT	Tclin+Tclin	0.192	0.652	0.176	0	0	0	1	1
TP00732	CRBN;VEGFA	CRBN	VEGFA	CET+CIT	Tclin+Tclin	0.165	0.624	0.596	0	0	0	2	2
TP00733	CREBBP;KDR	CREBBP	KDR	CET+CIT	Tchem+Tclin	0.374	0.547	0.473	0	0	3	1	1
TP00734	CREBBP;PARP1	CREBBP	PARP1	CIT+CIT	Tchem+Tclin	0.471	0.811	0.622	0	0	1	1	1
TP00735	CREBBP;PARP2	CREBBP	PARP2	CIT+CIT	Tchem+Tclin	0.402	0.778	0.565	0	0	0	1	1
TP00736	CSF1;PDCD1	CSF1	PDCD1	CET+CET	Tbio+Tclin	0.304	0.581	1.0	0	0	0	1	4
TP00737	CSF1R;CTLA4	CSF1R	CTLA4	CET+CET	Tclin+Tclin	0.274	0.689	1.0	0	0	1	1	1
TP00738	CSF1R;MAP2K1	CSF1R	MAP2K1	CET+CIT	Tclin+Tclin	0.566	0.598	0.751	7	0	6	1	1
TP00739	CSF1R;MAP2K2	CSF1R	MAP2K2	CET+CIT	Tclin+Tclin	0.389	0.541	0.749	6	0	6	1	1
TP00740	CSF1R;MTOR	CSF1R	MTOR	CET+CIT	Tclin+Tclin	0.494	0.581	0.707	3	0	6	1	1
TP00741	CSF1R;PDCD1	CSF1R	PDCD1	CET+CET	Tclin+Tclin	0.323	0.531	1.0	0	0	0	7	7
TP00742	CSNK1E;MS4A1	CSNK1E	MS4A1	CIT+CIT	Tclin+Tclin	0.309	0.486	0.424	0	0	0	2	2
TP00743	CSNK1E;PDCD1	CSNK1E	PDCD1	CET+CIT	Tclin+Tclin	0.204	0.284	1.0	0	0	0	1	2
TP00744	CSNK1E;TNFRSF8	CSNK1E	TNFRSF8	CIT+CIT	Tclin+Tclin	0.385	0.572	0.176	0	0	0	1	1
TP00745	CTLA4;EGFR	CTLA4	EGFR	CET+CIT	Tclin+Tclin	0.237	0.66	1.0	0	0	0	5	2
TP00746	CTLA4;ERBB2	CTLA4	ERBB2	CET+CIT	Tclin+Tclin	0.297	0.712	1.0	0	0	0	2	3
TP00747	CTLA4;ERBB3	CTLA4	ERBB3	CET+CIT	Tclin+Tclin	0.293	0.652	1.0	0	0	0	2	2
TP00748	CTLA4;FLT1	CTLA4	FLT1	CET+CET	Tclin+Tclin	0.225	0.64	1.0	1	0	0	2	2
TP00749	CTLA4;FLT4	CTLA4	FLT4	CET+CET	Tclin+Tclin	0.236	0.695	1.0	0	0	0	2	2
TP00750	CTLA4;HDAC1	CTLA4	HDAC1	CET+CIT	Tclin+Tclin	0.188	0.502	1.0	0	0	0	1	1
TP00751	CTLA4;HDAC10	CTLA4	HDAC10	CET+CIT	Tclin+Tclin	0.147	0.49	1.0	0	0	0	1	1
TP00752	CTLA4;HDAC11	CTLA4	HDAC11	CET+CIT	Tclin+Tclin	0.096	0.586	1.0	0	0	0	1	1
TP00753	CTLA4;HDAC2	CTLA4	HDAC2	CET+CIT	Tclin+Tclin	0.21	0.498	1.0	0	0	0	1	1
TP00754	CTLA4;HDAC3	CTLA4	HDAC3	CET+CIT	Tclin+Tclin	0.226	0.684	1.0	0	0	0	1	1
TP00755	CTLA4;HDAC4	CTLA4	HDAC4	CET+CIT	Tclin+Tclin	0.193	0.514	1.0	0	0	0	1	1
TP00756	CTLA4;HDAC5	CTLA4	HDAC5	CET+CIT	Tclin+Tclin	0.177	0.565	1.0	0	0	0	1	1
TP00757	CTLA4;HDAC6	CTLA4	HDAC6	CET+CIT	Tclin+Tclin	0.185	0.509	1.0	0	0	0	1	1
TP00758	CTLA4;HDAC7	CTLA4	HDAC7	CET+CIT	Tclin+Tclin	0.164	0.508	1.0	0	0	0	1	1
TP00759	CTLA4;HDAC8	CTLA4	HDAC8	CET+CIT	Tclin+Tclin	0.115	0.64	1.0	0	0	0	1	1
TP00760	CTLA4;HDAC9	CTLA4	HDAC9	CET+CIT	Tclin+Tclin	0.179	0.513	1.0	0	0	0	1	1
TP00761	CTLA4;ICOS	CTLA4	ICOS	CET+CET	Tbio+Tclin	0.458	0.559	1.0	2	0	3	3	2
TP00762	CTLA4;IDO1	CTLA4	IDO1	CET+CET	Tchem+Tclin	0.383	0.474	0.357	0	0	1	1	1
TP00763	CTLA4;IDO2	CTLA4	IDO2	CET+CIT	Tchem+Tclin	0.258	0.494	0.357	0	0	0	1	1
TP00764	CTLA4;IL15	CTLA4	IL15	CET+CET	Tchem+Tclin	0.378	0.575	1.0	1	0	0	1	3
TP00765	CTLA4;IL2RA	CTLA4	IL2RA	CET+CET	Tclin+Tclin	0.58	0.624	1.0	0	1	3	1	1
TP00766	CTLA4;IL2RB	CTLA4	IL2RB	CET+CET	Tclin+Tclin	0.356	0.75	1.0	0	0	1	2	2
TP00767	CTLA4;IL2RG	CTLA4	IL2RG	CET+CIT	Tclin+Tclin	0.454	0.761	1.0	0	0	1	1	1
TP00768	CTLA4;KDR	CTLA4	KDR	CET+CET	Tclin+Tclin	0.222	0.726	1.0	0	0	1	4	3
TP00769	CTLA4;LAG3	CTLA4	LAG3	CET+CET	Tclin+Tclin	0.599	0.626	1.0	0	0	1	2	2
TP00770	CTLA4;MET	CTLA4	MET	CET+CIT	Tclin+Tclin	0.245	0.643	1.0	0	0	0	1	1
TP00771	CTLA4;NR1H2	CTLA4	NR1H2	CET+CIT	Tchem+Tclin	0.198	0.51	1.0	0	0	0	1	1
TP00772	CTLA4;NT5E	CTLA4	NT5E	CET+CIT	Tchem+Tclin	0.153	0.641	1.0	0	0	1	1	2
TP00773	CTLA4;PARP1	CTLA4	PARP1	CET+CIT	Tclin+Tclin	0.249	0.559	1.0	0	0	0	1	1
TP00774	CTLA4;PARP2	CTLA4	PARP2	CET+CIT	Tclin+Tclin	0.254	0.376	1.0	0	0	0	1	1
TP00775	CTLA4;PDCD1	CTLA4	PDCD1	CET+CET	Tclin+Tclin	0.605	0.616	1.0	2	0	4	28	22
TP00776	CTLA4;PDGFRB	CTLA4	PDGFRB	CET+CIT	Tclin+Tclin	0.247	0.75	1.0	0	0	0	2	2
TP00777	CTLA4;PMEL	CTLA4	PMEL	CET+CIT	Tclin+Tclin	0.081	0.71	1.0	0	0	0	1	1
TP00778	CTLA4;RARA	CTLA4	RARA	CET+CIT	Tclin+Tclin	0.238	0.572	1.0	0	0	0	1	1
TP00779	CTLA4;RARB	CTLA4	RARB	CET+CIT	Tclin+Tclin	0.315	0.489	0.325	0	0	0	1	1
TP00780	CTLA4;RARG	CTLA4	RARG	CET+CIT	Tclin+Tclin	0.285	0.583	1.0	0	0	0	1	1
TP00781	CTLA4;SEMA4D	CTLA4	SEMA4D	CET+CIT	Tbio+Tclin	0.313	0.609	1.0	0	0	0	1	1
TP00782	CTLA4;TACSTD2	CTLA4	TACSTD2	CET+CIT	Tclin+Tclin	0.266	0.602	1.0	0	0	0	1	1
TP00783	CTLA4;TIGIT	CTLA4	TIGIT	CET+CET	Tbio+Tclin	0.281	0.569	1.0	1	0	1	1	2
TP00784	CTLA4;TLR7	CTLA4	TLR7	CET+CET	Tclin+Tclin	0.259	0.684	1.0	0	0	1	1	1
TP00785	CTLA4;TLR9	CTLA4	TLR9	CET+CIT	Tclin+Tclin	0.251	0.657	0.576	0	0	0	1	1
TP00786	CTLA4;TNFRSF18	CTLA4	TNFRSF18	CET+CET	Tbio+Tclin	0.367	0.686	1.0	0	1	0	1	1
TP00787	CTLA4;TNFRSF4	CTLA4	TNFRSF4	CET+CET	Tchem+Tclin	0.413	0.695	1.0	0	0	1	1	1
TP00788	CTLA4;TNFRSF9	CTLA4	TNFRSF9	CET+CET	Tbio+Tclin	0.293	0.679	1.0	0	0	1	1	1
TP00789	CTLA4;TNFSF4	CTLA4	TNFSF4	CET+CIT	Tbio+Tclin	0.371	0.612	1.0	0	0	2	2	2
TP00790	CTNNB1;KDR	CTNNB1	KDR	CET+CIT	Tchem+Tclin	0.518	0.609	0.602	4	0	9	1	1
TP00791	CXCR1;KRAS	CXCR1	KRAS	CET+CIT	Tchem+Tclin	0.318	0.558	0.343	2	0	0	1	1
TP00792	CXCR1;PDCD1	CXCR1	PDCD1	CET+CET	Tchem+Tclin	0.317	0.888	1.0	0	0	0	2	3
TP00793	CXCR2;KRAS	CXCR2	KRAS	CET+CIT	Tchem+Tclin	0.369	0.583	0.343	3	0	1	1	1
TP00794	CXCR2;PDCD1	CXCR2	PDCD1	CET+CET	Tchem+Tclin	0.307	0.576	1.0	0	0	0	3	3
TP00795	CXCR4;FLT1	CXCR4	FLT1	CET+CIT	Tclin+Tclin	0.405	0.668	0.472	1	0	0	1	1
TP00796	CXCR4;FLT4	CXCR4	FLT4	CET+CIT	Tclin+Tclin	0.371	0.655	0.488	2	0	2	1	1
TP00797	CXCR4;KDR	CXCR4	KDR	CET+CIT	Tclin+Tclin	0.473	0.787	0.5	1	0	4	1	1
TP00798	CXCR4;PDCD1	CXCR4	PDCD1	CET+CIT	Tclin+Tclin	0.359	0.529	1.0	0	0	2	3	3
TP00799	CXCR4;PDGFRB	CXCR4	PDGFRB	CIT+CIT	Tclin+Tclin	0.457	0.795	0.569	3	0	3	1	1
TP00800	CYP17A1;EGFR	CYP17A1	EGFR	CIT+CIT	Tclin+Tclin	0.137	0.414	0.252	1	0	0	1	1
TP00801	CYP17A1;ENG	CYP17A1	ENG	CIT+CIT	Tbio+Tclin	0.136	0.311	0.26	0	0	0	1	1
TP00802	CYP17A1;IL23A	CYP17A1	IL23A	CET+CIT	Tclin+Tclin	0.104	0.487	0.266	0	0	0	1	1
TP00803	CYP17A1;PARP1	CYP17A1	PARP1	CIT+CIT	Tclin+Tclin	0.177	0.439	0.332	0	0	2	3	1
TP00804	CYP17A1;PARP2	CYP17A1	PARP2	CIT+CIT	Tclin+Tclin	0.204	0.446	0.302	0	0	0	3	1
TP00805	CYP17A1;PGR	CYP17A1	PGR	CIT+CIT	Tclin+Tclin	0.195	0.418	0.315	0	0	0	1	1
TP00806	CYP17A1;PIK3CB	CYP17A1	PIK3CB	CIT+CIT	Tchem+Tclin	0.147	0.449	0.218	2	0	0	1	1
TP00807	CYP19A1;EGFR	CYP19A1	EGFR	CIT+CIT	Tclin+Tclin	0.264	0.57	0.257	0	0	1	4	2
TP00808	CYP19A1;ERBB2	CYP19A1	ERBB2	CIT+CIT	Tclin+Tclin	0.266	0.581	0.25	0	0	0	5	1
TP00809	CYP19A1;ERBB3	CYP19A1	ERBB3	CIT+CIT	Tclin+Tclin	0.285	0.496	0.241	0	0	0	2	1
TP00810	CYP19A1;ESR1	CYP19A1	ESR1	CIT+CIT	Tclin+Tclin	0.446	0.624	0.269	0	0	3	3	1
TP00811	CYP19A1;ESR2	CYP19A1	ESR2	CIT+CIT	Tclin+Tclin	0.236	0.525	0.297	0	0	3	3	1
TP00812	CYP19A1;FLT1	CYP19A1	FLT1	CET+CIT	Tclin+Tclin	0.291	0.512	0.239	0	0	0	1	1
TP00813	CYP19A1;FLT4	CYP19A1	FLT4	CET+CIT	Tclin+Tclin	0.288	0.534	0.244	0	0	0	1	1
TP00814	CYP19A1;GNRHR	CYP19A1	GNRHR	CIT+CIT	Tclin+Tclin	0.284	0.659	0.173	0	0	0	2	1
TP00815	CYP19A1;HDAC1	CYP19A1	HDAC1	CIT+CIT	Tclin+Tclin	0.249	0.424	0.274	0	0	0	3	1
TP00816	CYP19A1;HDAC10	CYP19A1	HDAC10	CIT+CIT	Tclin+Tclin	0.184	0.503	0.337	0	0	0	1	1
TP00817	CYP19A1;HDAC2	CYP19A1	HDAC2	CIT+CIT	Tclin+Tclin	0.265	0.438	0.313	0	0	0	3	1
TP00818	CYP19A1;HDAC3	CYP19A1	HDAC3	CIT+CIT	Tclin+Tclin	0.186	0.553	0.268	0	0	0	3	1
TP00819	CYP19A1;HDAC8	CYP19A1	HDAC8	CIT+CIT	Tclin+Tclin	0.154	0.546	0.31	0	0	0	2	1
TP00820	CYP19A1;HSP90AA1	CYP19A1	HSP90AA1	CIT+CIT	Tchem+Tclin	0.224	0.535	0.278	0	0	0	1	1
TP00821	CYP19A1;HSP90AB1	CYP19A1	HSP90AB1	CIT+CIT	Tchem+Tclin	0.277	0.508	0.28	0	0	0	1	1
TP00822	CYP19A1;IGF1R	CYP19A1	IGF1R	CIT+CIT	Tclin+Tclin	0.295	0.569	0.248	1	0	0	2	1
TP00823	CYP19A1;JAK1	CYP19A1	JAK1	CIT+CIT	Tclin+Tclin	0.249	0.614	0.289	0	0	0	1	1
TP00824	CYP19A1;JAK2	CYP19A1	JAK2	CIT+CIT	Tclin+Tclin	0.251	0.503	0.336	0	0	0	1	1
TP00825	CYP19A1;KDR	CYP19A1	KDR	CET+CIT	Tclin+Tclin	0.296	0.645	0.251	0	0	1	2	1
TP00826	CYP19A1;MTOR	CYP19A1	MTOR	CIT+CIT	Tclin+Tclin	0.251	0.587	0.261	0	0	1	8	3
TP00827	CYP19A1;MUC1	CYP19A1	MUC1	CIT+CIT	Tchem+Tclin	0.139	0.554	0.252	0	0	0	1	1
TP00828	CYP19A1;PIK3CA	CYP19A1	PIK3CA	CIT+CIT	Tclin+Tclin	0.274	0.554	0.234	1	0	1	6	1
TP00829	CYP19A1;PIK3CB	CYP19A1	PIK3CB	CIT+CIT	Tchem+Tclin	0.245	0.631	0.25	1	0	1	2	1
TP00830	CYP19A1;PIK3CD	CYP19A1	PIK3CD	CIT+CIT	Tclin+Tclin	0.265	0.623	0.245	1	0	1	3	1
TP00831	CYP19A1;PIK3CG	CYP19A1	PIK3CG	CIT+CIT	Tclin+Tclin	0.265	0.605	0.243	1	0	1	2	1
TP00832	CYP19A1;RARA	CYP19A1	RARA	CIT+CIT	Tclin+Tclin	0.345	0.455	0.297	0	0	0	1	1
TP00833	CYP19A1;RARB	CYP19A1	RARB	CIT+CIT	Tclin+Tclin	0.285	0.503	0.291	0	0	0	1	1
TP00834	CYP19A1;RARG	CYP19A1	RARG	CIT+CIT	Tclin+Tclin	0.327	0.611	0.311	0	0	0	1	1
TP00835	CYP19A1;TGFB1	CYP19A1	TGFB1	CET+CIT	Tbio+Tclin	0.263	0.513	0.256	0	0	0	1	1
TP00836	CYP19A1;VEGFA	CYP19A1	VEGFA	CET+CIT	Tclin+Tclin	0.29	0.569	0.247	0	0	0	2	2
TP00837	DGKZ;PDCD1	DGKZ	PDCD1	CET+CIT	Tchem+Tclin	0.22	0.495	1.0	0	0	0	2	1
TP00838	DKK1;PDCD1	DKK1	PDCD1	CET+CET	Tchem+Tclin	0.334	0.589	1.0	0	0	0	1	3
TP00839	DLL3;PDCD1	DLL3	PDCD1	CET+CIT	Tbio+Tclin	0.364	1.0	0.657	0	0	0	3	3
TP00840	DLL4;VEGFA	DLL4	VEGFA	CET+CET	Tbio+Tclin	0.531	0.409	0.585	2	0	3	3	5
TP00841	EDNRB;PDCD1	EDNRB	PDCD1	CET+CIT	Tclin+Tclin	0.284	0.676	1.0	0	0	0	1	1
TP00842	EGFL7;ERBB2	EGFL7	ERBB2	CET+CIT	Tbio+Tclin	0.408	0.356	0.544	0	0	0	1	1
TP00843	EGFR;ENG	EGFR	ENG	CIT+CIT	Tbio+Tclin	0.485	0.652	0.617	0	0	0	1	1
TP00844	EGFR;ERBB2	EGFR	ERBB2	CIT+CIT	Tclin+Tclin	0.677	0.779	0.798	20	16	16	9	4
TP00845	EGFR;ERBB3	EGFR	ERBB3	CIT+CIT	Tclin+Tclin	0.584	0.616	0.746	7	0	4	11	7
